id,carat,depth,table,x,y,z,price,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
10023,1.0,62.4,56.0,6.35,6.31,3.95,8.288,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10024,0.31,62.4,55.0,4.32,4.3,2.69,6.548,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10025,1.17,62.2,55.0,6.73,6.7,4.18,8.623,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10026,0.5,63.2,56.0,5.05,5.01,3.18,7.125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10027,0.36,63.1,55.0,4.59,4.54,2.88,6.746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10028,1.17,62.2,56.0,6.73,6.71,4.18,8.69,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10029,1.57,62.2,60.0,7.43,7.36,4.6,8.764,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10030,0.32,61.4,55.0,4.4,4.43,2.71,6.593,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10031,0.32,63.0,57.0,4.39,4.37,2.76,6.579,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10032,1.09,61.9,58.0,6.65,6.58,4.1,8.286,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10033,0.54,62.1,57.0,5.22,5.24,3.25,7.233,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10034,1.23,61.6,58.0,6.9,6.84,4.23,8.636,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10035,2.0,60.4,60.0,8.14,8.19,4.93,9.709,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10036,1.06,61.7,56.0,6.58,6.55,4.05,8.554,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10037,0.33,62.1,55.0,4.41,4.44,2.75,6.766,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10038,1.03,62.2,55.0,6.43,6.49,4.03,8.801,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10039,0.3,60.4,60.0,4.3,4.34,2.61,6.458,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10040,1.52,62.2,57.0,7.33,7.27,4.54,9.269,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10041,0.53,61.4,52.0,5.29,5.26,3.24,7.253,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10042,2.03,60.9,59.0,8.17,8.14,4.97,9.807,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10043,2.0,64.3,56.0,7.93,7.89,5.09,9.446,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10044,0.31,61.2,55.0,4.42,4.37,2.69,6.848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10045,0.91,64.4,57.0,6.11,6.09,3.93,7.924,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10046,0.32,62.2,57.0,4.35,4.37,2.71,6.512,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10047,0.95,59.0,59.0,6.38,6.51,3.77,8.112,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10048,0.7,65.1,58.0,5.56,5.59,3.63,7.938,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10049,1.05,63.3,56.0,6.48,6.41,4.08,8.633,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10050,0.33,61.8,54.0,4.47,4.49,2.77,6.852,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10051,0.71,61.9,56.0,5.68,5.72,3.53,7.806,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
10052,1.24,60.0,59.0,6.99,7.04,4.21,8.562,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10053,1.27,61.2,57.0,6.97,6.98,4.27,9.324,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10054,0.71,61.8,56.1,5.72,5.74,3.54,8.047,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10055,0.7,62.6,55.0,5.65,4.5,3.0,7.689,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10056,0.7,59.8,58.0,5.74,5.76,3.44,7.756,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10057,1.54,61.1,59.0,7.44,7.4,4.53,9.418,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10058,0.71,61.1,54.0,5.84,5.78,3.55,8.513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10059,0.54,61.9,55.0,5.24,5.2,3.23,7.521,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10060,0.3,61.7,59.0,4.28,4.25,2.63,6.815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10061,0.54,61.9,58.0,5.24,5.19,3.23,7.131,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10062,0.5,60.1,56.0,5.19,5.22,3.13,7.116,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10063,0.72,60.2,56.0,5.85,5.82,3.51,7.821,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10064,1.2,61.0,59.0,6.81,6.86,4.17,9.057,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10065,0.32,61.9,55.0,4.38,4.41,2.72,6.861,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10066,0.7,61.5,63.0,5.63,5.59,3.45,7.6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10067,1.53,61.7,59.0,7.4,7.31,4.54,9.185,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10068,0.74,62.4,57.0,5.74,5.8,3.6,7.975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10069,1.2,63.2,59.0,6.77,6.74,4.27,8.642,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10070,0.41,62.3,53.0,4.8,4.77,2.98,7.212,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10071,1.51,62.4,55.6,7.28,7.33,4.56,9.402,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10072,0.4,62.4,53.0,4.73,4.75,2.96,6.542,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10073,1.04,60.6,61.0,6.63,6.59,4.0,8.464,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10074,0.35,60.3,60.0,4.59,4.57,2.76,6.506,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10075,0.53,60.8,56.0,5.27,5.29,3.21,7.145,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10076,0.72,60.4,57.0,5.81,5.84,3.52,8.154,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10077,0.41,61.9,55.0,4.78,4.79,2.96,7.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10078,1.02,60.5,56.0,6.55,6.48,3.94,9.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10079,1.02,61.6,55.0,6.49,6.43,3.98,7.867,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10080,0.34,61.9,56.0,4.5,4.52,2.79,6.365,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10081,0.9,64.4,58.0,6.07,6.01,3.89,7.878,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10082,0.99,73.6,60.0,6.01,5.8,4.35,7.489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10083,0.3,62.1,56.0,4.32,4.31,2.68,6.998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10084,1.26,63.0,59.0,6.84,6.88,4.32,8.815,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10085,0.3,62.0,56.0,4.35,4.33,2.69,6.815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10086,0.52,65.5,66.0,4.92,4.98,3.24,7.263,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10087,0.28,62.3,52.0,4.2,4.26,2.62,6.284,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
10088,1.03,63.1,58.0,6.41,6.37,4.03,8.309,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10089,1.5,61.1,59.0,7.41,7.35,4.51,8.74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10090,1.04,60.7,57.0,6.51,6.43,3.93,8.408,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10091,0.31,62.2,58.0,4.34,4.31,2.69,6.443,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10092,0.32,60.6,57.0,4.46,4.48,2.71,6.529,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10093,0.38,61.7,55.0,4.67,4.7,2.89,6.901,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10094,0.23,63.8,57.0,3.88,3.9,2.48,6.184,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
10095,0.35,62.4,58.0,5.67,5.64,3.53,6.855,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10096,1.1,61.8,56.0,6.61,6.65,4.1,8.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10097,0.31,61.1,55.0,4.37,4.4,2.68,6.652,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10098,1.01,63.7,56.0,6.27,6.29,4.0,8.736,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10099,0.71,62.1,57.0,5.68,5.76,3.55,7.66,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10100,0.8,61.8,57.0,5.93,5.89,3.65,8.225,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10101,0.94,60.1,59.0,6.35,6.32,3.81,8.422,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10102,0.32,62.5,56.0,4.37,4.4,2.74,6.469,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10103,0.78,62.1,56.0,5.88,5.9,3.66,8.183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10104,0.7,62.6,55.0,5.67,5.7,3.56,7.787,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10105,0.73,63.2,56.0,5.75,5.76,3.64,7.977,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10106,1.0,61.4,58.0,6.41,6.43,3.94,8.622,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10107,1.01,58.2,62.0,6.54,6.48,3.78,8.341,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10108,0.5,61.3,59.0,5.05,5.1,3.11,7.393,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
10109,1.18,62.4,56.0,6.8,6.83,4.25,8.624,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10110,0.32,63.1,55.0,4.34,4.37,2.75,6.107,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10111,0.56,62.5,56.0,5.28,5.21,3.28,7.273,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10112,2.14,60.4,59.0,8.38,8.32,5.04,9.78,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10113,0.53,62.1,57.0,5.16,5.21,3.22,7.771,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10114,1.01,63.2,59.0,6.25,6.28,3.96,8.438,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10115,1.01,68.9,60.0,6.06,6.02,4.17,8.574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10116,0.56,61.5,57.0,5.29,5.32,3.26,7.491,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10117,0.41,61.7,58.0,4.76,4.8,2.95,6.926,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10118,0.76,64.5,57.0,5.79,5.76,3.73,7.039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10119,0.36,62.7,59.0,4.58,4.54,2.86,6.474,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10120,0.94,59.0,59.0,6.34,6.41,3.76,8.259,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10121,0.38,58.7,61.0,4.74,4.77,2.79,6.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10122,1.3,61.5,55.0,7.07,7.03,4.34,9.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10123,1.31,61.9,56.0,7.05,7.08,4.37,9.096,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10124,0.37,59.7,59.0,4.64,4.68,2.78,6.615,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10125,1.55,61.8,55.0,7.4,7.44,4.58,9.357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10126,1.74,62.1,54.0,7.73,7.69,4.79,9.128,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10127,1.52,61.8,59.0,7.38,7.31,4.54,9.587,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10128,0.9,63.1,57.0,6.12,6.09,3.85,8.153,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10129,0.33,61.5,60.0,4.44,4.41,2.72,6.659,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10130,1.01,63.1,58.0,6.34,6.38,4.01,8.295,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10131,1.22,59.7,61.0,7.03,6.9,4.16,8.765,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10132,0.33,62.5,54.0,4.43,4.44,2.77,6.41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10133,0.41,61.4,56.0,4.81,4.83,2.96,6.632,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10134,1.01,60.5,57.0,6.53,6.49,3.94,8.411,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10135,1.01,59.8,60.0,6.57,6.53,3.92,8.584,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10136,0.59,61.8,58.0,5.35,5.4,3.32,7.452,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10137,0.77,61.6,59.0,5.9,5.85,3.62,7.885,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10138,0.91,62.0,56.0,6.18,6.23,3.85,8.065,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
10139,0.59,60.7,56.0,5.45,5.49,3.32,7.492,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10140,0.73,59.3,57.0,5.88,5.95,3.51,7.781,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10141,0.42,59.8,59.0,4.91,4.86,2.92,6.947,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10142,1.11,62.3,56.0,6.59,6.64,4.12,9.425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10143,1.02,62.6,60.0,6.3,6.38,3.97,8.35,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10144,0.31,61.6,57.0,4.33,4.37,2.68,6.704,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10145,0.57,61.9,56.0,5.3,5.34,3.3,7.215,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10146,0.74,61.9,59.0,5.74,5.77,3.56,8.193,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
10147,0.3,62.1,58.0,4.26,4.28,2.65,6.068,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10148,2.08,61.5,57.0,8.26,8.2,5.06,9.62,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10149,0.52,61.8,54.0,5.18,5.15,3.19,7.114,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10150,0.7,61.4,57.0,5.73,5.76,3.53,7.783,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10151,2.14,59.8,59.0,8.4,8.36,5.01,9.748,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10152,1.01,60.4,57.0,6.49,6.45,3.91,8.809,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10153,0.39,63.6,58.0,4.6,4.65,2.94,6.576,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10154,0.71,59.6,60.0,5.85,5.8,3.47,7.973,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10155,1.1,61.2,61.0,6.61,6.66,4.01,8.442,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
10156,0.73,62.7,58.0,5.72,5.77,3.6,7.986,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10157,0.42,62.3,57.0,4.77,4.8,2.98,6.697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10158,0.31,63.0,57.0,4.33,4.27,2.71,6.619,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10159,0.53,58.6,62.0,5.26,5.32,3.1,7.26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10160,0.3,62.6,55.0,4.32,4.28,2.69,6.292,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10161,1.28,61.4,58.0,7.0,6.92,4.27,9.043,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10162,0.71,62.7,59.0,5.64,5.69,3.55,8.208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10163,0.5,60.3,66.0,5.13,5.09,3.08,7.191,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10164,0.34,61.1,57.0,4.47,4.51,2.75,6.859,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10165,0.28,59.8,56.0,4.27,4.29,2.56,6.668,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
10166,1.01,62.1,59.0,6.39,6.43,3.98,8.964,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10167,0.84,60.1,58.0,6.12,6.15,3.69,8.491,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10168,0.31,60.5,63.0,4.37,4.33,2.63,6.443,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10169,0.59,64.4,56.0,5.31,5.28,3.41,7.801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10170,1.2,62.5,57.0,6.8,6.74,4.23,8.415,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10171,1.24,59.5,61.0,6.98,7.03,4.17,8.689,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10172,0.31,61.6,56.0,4.35,4.39,2.69,6.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10173,0.26,61.4,56.0,4.15,4.12,2.54,6.645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10174,1.59,60.7,61.1,7.5,7.56,4.57,9.335,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10175,0.79,62.3,57.0,5.9,5.85,3.66,7.972,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10176,0.31,61.4,54.0,4.41,4.38,2.7,6.596,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10177,1.51,62.2,57.0,7.29,7.33,4.55,9.344,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10178,1.51,62.7,57.0,7.35,7.3,4.59,9.036,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10179,0.5,58.6,63.0,5.23,5.15,3.04,6.844,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10180,1.27,61.9,57.0,6.9,6.93,4.28,9.158,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10181,0.24,60.7,60.0,4.01,4.06,2.45,6.184,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10182,1.31,62.7,59.0,6.96,6.92,4.35,9.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10183,0.7,62.1,56.0,5.64,5.67,3.51,7.685,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10184,1.03,62.0,56.0,6.54,6.5,4.04,9.036,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10185,1.02,61.8,57.0,6.4,6.44,3.97,8.707,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10186,0.3,62.8,56.0,4.29,4.31,2.7,6.405,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10187,0.5,64.0,56.0,5.03,4.9,3.18,7.045,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10188,1.5,62.4,57.0,7.24,7.31,4.54,9.501,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10189,0.7,61.9,56.0,5.68,5.73,3.53,7.622,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10190,2.01,62.9,57.0,8.05,7.98,5.04,9.451,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10191,1.41,60.4,57.0,7.31,7.22,4.39,9.316,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10192,0.4,62.6,56.0,4.71,4.75,2.96,6.719,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10193,0.31,62.7,59.0,4.3,4.34,2.71,6.438,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10194,0.42,60.9,59.0,4.85,4.81,2.94,6.931,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10195,1.51,62.1,55.0,7.33,7.38,4.57,9.513,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10196,0.7,61.9,55.0,5.74,5.77,3.56,7.839,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10197,0.56,61.7,58.0,5.31,5.29,3.27,7.07,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10198,1.02,63.0,58.0,6.36,6.4,4.02,8.433,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10199,0.53,62.1,54.0,5.2,5.24,3.24,6.953,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10200,0.4,62.8,59.0,4.67,4.63,2.92,7.026,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10201,0.31,61.7,57.0,4.36,4.39,2.7,6.509,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10202,0.72,61.7,58.0,5.77,5.67,3.53,7.622,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10203,0.42,60.5,57.0,4.84,4.88,2.94,6.763,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10204,1.5,62.3,58.0,7.28,7.33,4.55,9.626,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10205,0.79,61.0,55.0,6.01,6.03,3.67,8.244,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
10206,0.51,62.4,55.0,5.09,5.14,3.19,7.203,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10207,1.26,61.4,56.0,7.01,6.97,4.29,8.948,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10208,0.7,63.3,56.0,5.6,5.65,3.56,7.725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10209,1.58,60.2,56.0,7.57,7.64,4.58,9.472,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10210,0.27,61.8,56.0,4.15,4.17,2.57,6.525,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10211,0.4,61.6,59.0,4.66,4.72,2.89,6.554,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10212,0.33,65.1,59.0,4.4,4.32,2.84,6.827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10213,2.14,62.7,55.0,8.26,8.21,5.16,9.478,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10214,0.34,61.6,56.0,4.48,4.51,2.77,6.351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10215,0.83,59.5,57.0,6.13,6.1,3.64,7.777,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10216,1.21,60.3,60.0,6.92,6.88,4.16,9.154,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10217,2.01,60.4,59.0,8.1,8.15,4.91,9.519,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10218,1.1,63.1,58.0,6.54,6.53,4.12,8.461,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10219,0.32,62.7,55.0,4.42,4.39,2.76,6.356,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10220,0.9,62.4,56.0,6.24,6.16,3.87,8.296,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10221,1.0,62.5,58.0,6.35,6.44,4.0,8.447,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10222,0.91,62.4,61.0,6.18,6.16,3.85,8.124,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10223,0.34,62.0,56.0,4.46,4.48,2.77,6.471,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10224,0.43,62.3,54.0,4.84,4.85,3.02,6.998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10225,0.74,62.2,59.0,5.8,5.84,3.62,8.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10226,0.41,59.8,62.0,4.79,4.84,2.88,6.963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10227,0.57,61.4,56.0,5.34,5.37,3.29,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10228,0.33,60.2,57.0,4.5,4.47,2.7,6.958,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10229,0.33,61.4,53.0,4.5,4.55,2.78,6.532,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10230,0.95,61.9,56.0,6.29,6.35,3.91,8.414,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10231,0.53,61.4,56.0,5.21,5.25,3.21,7.67,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10232,0.41,63.8,56.0,4.69,4.74,3.01,6.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10233,0.56,61.8,59.0,5.27,5.34,3.28,7.506,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10234,1.01,66.4,57.0,6.12,6.08,4.05,8.174,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10235,0.41,61.8,59.0,4.81,4.77,2.96,6.892,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
